raceId,driverId,constructorId,grid,positionOrder,points,statusId,year,round,circuitId,name,date,dob,nationality_driver,nationality_constructor,position,q1,q2,q3,country,alt,lat,lng,status,is_finished_only,driver_age,quali_position,q1_sec,q2_sec,q3_sec,quali_best_sec,has_quali,driver_races_before,constructor_races_before,driver_last_finish,driver_avg_finish_last5,driver_avg_points_last5,constructor_avg_finish_last5,constructor_avg_points_last5,driver_season_points_to_date,constructor_season_points_to_date,team_avg_finish_last5_teammates,team_avg_points_last5_teammates,team_avg_finish_last_year_same_track,driver_vs_team_finish_delta_last5,driver_vs_team_finish_ratio_last5,driver_vs_team_points_delta_last5,driver_vs_team_points_ratio_last5,race_name
1074,844,6,1,1,26.0,1,2022,1,3,Bahrain Grand Prix,2022-03-20,1997-10-16,Monegasque,Italian,1.0,1:31.471,1:30.932,1:30.558,Bahrain,7,26.0325,50.5106,Finished,True,24.424366872005475,1.0,91.471,90.932,90.55799999999999,90.55799999999999,1,81,2304,10.0,7.0,6.2,6.0,8.8,0.0,18.0,12.4,0.7,7.0,0.0,0.99999992537314,0.0,0.6666655555574075,Bahrain Grand Prix
1074,846,1,13,15,0.0,1,2022,1,3,Bahrain Grand Prix,2022-03-20,1999-11-13,British,British,13.0,1:32.239,1:32.008,,Bahrain,7,26.0325,50.5106,Finished,True,22.349075975359344,13.0,92.239,92.00800000000001,87.039,92.00800000000001,1,60,1788,7.0,9.2,2.2,9.6,3.4,0.0,0.0,12.4,0.7,5.5,0.0,0.99999992537314,0.0,0.6666655555574075,Bahrain Grand Prix
1074,847,131,9,4,12.0,1,2022,1,3,Bahrain Grand Prix,2022-03-20,1998-02-15,British,German,9.0,1:32.269,1:31.252,1:32.216,Bahrain,7,26.0325,50.5106,Finished,True,24.09034907597536,9.0,92.269,91.252,92.21600000000001,91.252,1,60,517,18.0,16.6,0.0,3.0,16.4,0.0,15.0,12.4,0.7,2.0,0.0,0.99999992537314,0.0,0.6666655555574075,Bahrain Grand Prix
1074,848,3,14,13,0.0,1,2022,1,3,Bahrain Grand Prix,2022-03-20,1996-03-23,Thai,British,14.0,1:32.726,1:32.664,,Bahrain,7,26.0325,50.5106,Finished,True,25.99041752224504,14.0,92.726,92.664,87.039,92.664,1,38,1541,4.0,7.0,8.2,16.8,0.0,0.0,0.0,12.4,0.7,16.0,0.0,0.99999992537314,0.0,0.6666655555574075,Bahrain Grand Prix
1074,849,3,20,16,0.0,1,2022,1,3,Bahrain Grand Prix,2022-03-20,1995-06-29,Canadian,British,20.0,1:33.634,,,Bahrain,7,26.0325,50.5106,Finished,True,26.72416153319644,20.0,93.634,87.125,87.039,93.634,1,39,1542,16.0,16.0,0.0,15.6,0.0,0.0,0.0,12.4,0.7,16.0,0.0,0.99999992537314,0.0,0.6666655555574075,Bahrain Grand Prix
1074,852,213,16,8,4.0,1,2022,1,3,Bahrain Grand Prix,2022-03-20,2000-05-11,Japanese,Italian,16.0,1:32.750,,,Bahrain,7,26.0325,50.5106,Finished,True,21.856262833675565,16.0,92.75,87.125,87.039,92.75,1,22,79,4.0,13.2,2.4,9.8,6.0,0.0,0.0,12.4,0.7,13.0,0.0,0.99999992537314,0.0,0.6666655555574075,Bahrain Grand Prix
1074,854,210,12,11,0.0,1,2022,1,3,Bahrain Grand Prix,2022-03-20,1999-03-22,German,American,12.0,1:32.380,1:31.998,,Bahrain,7,26.0325,50.5106,Finished,True,22.99520876112252,12.0,92.38,91.998,87.039,91.998,1,22,245,14.0,17.4,0.0,15.4,2.0,0.0,10.0,12.4,0.7,18.0,0.0,0.99999992537314,0.0,0.6666655555574075,Bahrain Grand Prix
1074,855,51,15,10,1.0,1,2022,1,3,Bahrain Grand Prix,2022-03-20,1999-05-30,Chinese,Swiss,15.0,1:32.493,1:33.543,,Bahrain,7,26.0325,50.5106,Finished,True,22.806297056810404,15.0,92.493,93.543,87.039,92.493,1,0,364,12.0,12.4,0.6,13.2,2.0,0.0,8.0,12.4,0.7,11.5,0.0,0.99999992537314,0.0,0.6666655555574075,Bahrain Grand Prix
1075,1,131,15,10,1.0,1,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,1985-01-07,British,German,16.0,1:30.343,,,Saudi Arabia,15,21.6319,39.1044,Finished,True,37.215605749486656,16.0,90.343,87.125,87.039,90.343,1,289,518,3.0,1.6,21.8,3.6,13.6,15.0,27.0,3.5,13.5,2.0,-1.9,0.4571427265306496,8.3,1.6148146951989115,Saudi Arabian Grand Prix
1075,4,214,7,16,0.0,103,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,1981-07-29,Spanish,French,7.0,1:29.978,1:29.295,1:29.147,Saudi Arabia,15,21.6319,39.1044,Water pump,False,40.65982203969884,7.0,89.97800000000001,89.295,89.14699999999999,89.14699999999999,1,337,46,9.0,8.4,4.6,7.4,5.2,2.0,8.0,8.0,4.0,8.5,0.40000000000000036,1.0499998687500165,0.5999999999999996,1.1499997125000718,Saudi Arabian Grand Prix
1075,807,117,17,12,0.0,1,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,1987-08-19,German,British,18.0,1:30.543,,,Saudi Arabia,15,21.6319,39.1044,Finished,True,34.60369609856263,18.0,90.543,87.125,87.039,90.543,1,183,57,17.0,12.8,2.0,12.8,0.0,0.0,0.0,14.5,0.0,13.5,-1.6999999999999993,0.8827585598097546,2.0,2000000.0,Saudi Arabian Grand Prix
1075,815,9,1,4,12.0,1,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,1990-01-26,Mexican,Austrian,1.0,1:29.705,1:28.924,1:28.200,Saudi Arabia,15,21.6319,39.1044,Finished,True,32.16427104722793,1.0,89.705,88.924,88.2,88.2,1,216,654,18.0,11.6,5.0,11.0,8.8,0.0,0.0,18.5,0.0,9.5,-6.9,0.627026993133676,5.0,5000000.0,Saudi Arabian Grand Prix
1075,817,1,14,17,0.0,6,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,1989-07-01,Australian,British,12.0,1:30.009,1:29.773,,Saudi Arabia,15,21.6319,39.1044,Gearbox,False,32.73648186173853,12.0,90.009,89.773,87.039,89.773,1,211,1789,14.0,12.4,2.0,11.6,1.4,0.0,0.0,14.5,0.0,7.5,-2.0999999999999996,0.8551723548156998,2.0,2000000.0,Saudi Arabian Grand Prix
1075,822,51,8,15,0.0,141,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,1989-08-28,Finnish,Swiss,8.0,1:29.683,1:29.404,1:29.183,Saudi Arabia,15,21.6319,39.1044,Cooling system,False,32.577686516084874,8.0,89.68299999999999,89.404,89.18299999999999,89.18299999999999,1,180,365,6.0,7.6,9.2,12.2,2.2,8.0,9.0,8.0,4.5,12.0,-0.40000000000000036,0.9499998812500149,4.699999999999999,2.0444439901235576,Saudi Arabian Grand Prix
1075,825,210,10,9,2.0,1,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,1992-10-05,Danish,American,10.0,1:29.831,1:29.546,1:29.588,Saudi Arabia,15,21.6319,39.1044,Finished,True,29.472963723477072,10.0,89.831,89.54599999999999,89.588,89.54599999999999,1,121,246,5.0,14.4,2.0,14.0,2.0,10.0,10.0,8.0,5.0,19.0,6.4,1.7999997750000283,-3.0,0.399999920000016,Saudi Arabian Grand Prix
1075,830,9,4,1,25.0,1,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,1997-09-30,Dutch,Austrian,4.0,1:28.928,1:28.945,1:28.461,Saudi Arabia,15,21.6319,39.1044,Finished,True,24.487337440109513,4.0,88.928,88.945,88.461,88.461,1,142,655,19.0,5.2,16.2,11.4,7.6,0.0,12.0,18.5,0.0,9.5,-13.3,0.28108106588751,16.2,16200000.0,Saudi Arabian Grand Prix
1075,832,6,3,3,15.0,1,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,1994-09-01,Spanish,Italian,3.0,1:28.855,1:28.686,1:28.402,Saudi Arabia,15,21.6319,39.1044,Finished,True,27.567419575633128,3.0,88.855,88.686,88.402,88.402,1,142,2305,2.0,5.2,10.2,4.6,13.2,18.0,44.0,1.5,22.0,7.5,3.7,3.4666643555570964,-11.8,0.4636363425619844,Saudi Arabian Grand Prix
1075,839,214,5,6,8.0,1,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,1996-09-17,French,French,5.0,1:30.093,1:29.584,1:29.068,Saudi Arabia,15,21.6319,39.1044,Finished,True,25.522245037645447,5.0,90.093,89.584,89.068,89.068,1,90,47,7.0,6.6,6.8,9.8,2.8,6.0,8.0,8.0,4.0,8.5,-1.4000000000000004,0.824999896875013,2.8,1.6999995750001062,Saudi Arabian Grand Prix
1075,840,117,13,13,0.0,11,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,1998-10-29,Canadian,British,15.0,1:30.256,1:31.009,,Saudi Arabia,15,21.6319,39.1044,+1 Lap,False,23.408624229979466,15.0,90.256,91.009,87.039,90.256,1,101,58,12.0,12.4,1.6,13.0,0.0,0.0,0.0,14.5,0.0,13.5,-2.0999999999999996,0.8551723548156998,1.6,1600000.0000000002,Saudi Arabian Grand Prix
1075,842,213,9,8,4.0,1,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,1996-02-07,French,Italian,9.0,1:29.891,1:29.418,1:29.254,Saudi Arabia,15,21.6319,39.1044,Finished,True,26.132785763175907,9.0,89.89099999999999,89.418,89.254,89.254,1,87,80,20.0,9.8,4.8,10.2,5.2,0.0,4.0,14.0,2.0,10.0,-4.199999999999999,0.6999999500000037,2.8,2.3999988000005996,Saudi Arabian Grand Prix
1075,844,6,2,2,19.0,1,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,1997-10-16,Monegasque,Italian,2.0,1:29.039,1:28.780,1:28.225,Saudi Arabia,15,21.6319,39.1044,Finished,True,24.4435318275154,2.0,89.039,88.78,88.225,88.225,1,82,2306,1.0,6.2,9.4,3.8,15.0,26.0,59.0,1.5,22.0,7.5,4.7,4.133330577779615,-12.6,0.42727270785124055,Saudi Arabian Grand Prix
1075,846,1,11,7,6.0,1,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,1999-11-13,British,British,11.0,1:29.957,1:29.651,,Saudi Arabia,15,21.6319,39.1044,Finished,True,22.368240930869266,11.0,89.957,89.651,87.039,89.651,1,61,1790,15.0,10.2,2.0,13.0,1.2,0.0,0.0,14.5,0.0,7.5,-4.300000000000001,0.7034482273483981,2.0,2000000.0,Saudi Arabian Grand Prix
1075,847,131,6,5,10.0,1,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,1998-02-15,British,German,6.0,1:29.680,1:29.618,1:29.104,Saudi Arabia,15,21.6319,39.1044,Finished,True,24.109514031485283,6.0,89.68,89.618,89.104,89.104,1,61,519,4.0,14.2,2.4,5.0,10.8,12.0,28.0,3.5,13.5,2.0,10.7,4.057141697959515,-11.1,0.17777776460905448,Saudi Arabian Grand Prix
1075,848,3,16,14,0.0,130,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,1996-03-23,Thai,British,17.0,1:30.492,,,Saudi Arabia,15,21.6319,39.1044,Collision damage,False,26.00958247775496,17.0,90.492,87.125,87.039,90.492,1,39,1543,13.0,6.6,8.2,15.0,0.0,0.0,0.0,14.5,0.0,15.5,-7.9,0.45517238240190466,8.2,8200000.0,Saudi Arabian Grand Prix
1075,849,3,18,18,0.0,3,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,1995-06-29,Canadian,British,19.0,1:31.817,,,Saudi Arabia,15,21.6319,39.1044,Accident,False,26.743326488706366,19.0,91.81700000000001,87.125,87.039,91.81700000000001,1,40,1544,16.0,15.8,0.0,15.4,0.0,0.0,0.0,14.5,0.0,15.5,1.3000000000000007,1.0896550972651657,0.0,0.0,Saudi Arabian Grand Prix
1075,852,213,19,19,0.0,131,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,2000-05-11,Japanese,Italian,20.0,,,,Saudi Arabia,15,21.6319,39.1044,Power Unit,False,21.87542778918549,20.0,87.137,87.125,87.039,86.69200000000001,0,23,81,8.0,10.8,3.2,9.0,6.0,4.0,8.0,14.0,2.0,10.0,-3.1999999999999993,0.7714285163265346,1.2000000000000002,1.5999992000004,Saudi Arabian Grand Prix
1075,854,210,1,20,0.0,54,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,1999-03-22,German,American,14.0,1:30.167,1:29.920,,Saudi Arabia,15,21.6319,39.1044,Withdrew,False,23.014373716632445,14.0,90.167,89.92,87.039,89.92,1,23,247,11.0,15.8,0.0,11.8,2.4,0.0,12.0,8.0,5.0,19.0,7.800000000000001,1.9749997531250312,-5.0,0.0,Saudi Arabian Grand Prix
1075,855,51,12,11,0.0,1,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,1999-05-30,Chinese,Swiss,13.0,1:29.978,1:29.819,,Saudi Arabia,15,21.6319,39.1044,Finished,True,22.82546201232033,13.0,89.97800000000001,89.819,87.039,89.819,1,1,366,10.0,10.0,1.0,13.4,1.8,1.0,9.0,8.0,4.5,12.0,2.0,1.2499998437500197,-3.5,0.22222217283951715,Saudi Arabian Grand Prix
1076,1,131,5,4,12.0,1,2022,3,1,Australian Grand Prix,2022-04-10,1985-01-07,British,German,5.0,1:19.401,1:19.106,1:18.825,Australia,10,-37.8497,144.968,Finished,True,37.2539356605065,5.0,79.401,79.106,78.825,78.825,1,290,520,10.0,3.4,17.0,5.6,9.2,16.0,38.0,5.5,9.5,1.5,-2.1,0.6181817057851444,7.5,1.7894734958448952,Australian Grand Prix
1076,4,214,10,17,0.0,11,2022,3,1,Australian Grand Prix,2022-04-10,1981-07-29,Spanish,French,10.0,1:19.192,1:18.815,,Australia,10,-37.8497,144.968,+1 Lap,False,40.69815195071869,10.0,79.19200000000001,78.815,87.039,78.815,1,338,48,16.0,9.8,4.2,9.4,3.6,2.0,16.0,9.5,4.0,12.0,0.3000000000000007,1.031578838781175,0.20000000000000018,1.0499997375000656,Australian Grand Prix
1076,20,117,17,19,0.0,3,2022,3,1,Australian Grand Prix,2022-04-10,1987-07-03,German,British,18.0,1:21.149,,,Australia,10,-37.8497,144.968,Accident,False,34.770704996577685,18.0,81.149,87.125,87.039,81.149,1,280,59,11.0,11.0,1.4,13.4,0.0,0.0,0.0,13.5,0.0,12.0,-2.5,0.8148147544581664,1.4,1400000.0,Australian Grand Prix
1076,815,9,3,2,18.0,1,2022,3,1,Australian Grand Prix,2022-04-10,1990-01-26,Mexican,Austrian,3.0,1:18.834,1:18.340,1:18.240,Australia,10,-37.8497,144.968,Finished,True,32.20260095824778,3.0,78.834,78.34,78.24,78.24,1,217,656,4.0,11.6,4.8,8.6,12.6,12.0,37.0,10.5,9.25,7.0,1.0999999999999996,1.1047617995464953,-4.45,0.5189188628195824,Australian Grand Prix
1076,817,1,7,6,8.0,1,2022,3,1,Australian Grand Prix,2022-04-10,1989-07-01,Australian,British,7.0,1:19.665,1:19.130,1:19.032,Australia,10,-37.8497,144.968,Finished,True,32.77481177275838,7.0,79.66499999999999,79.13,79.032,79.032,1,212,1791,17.0,12.0,2.0,12.0,2.4,0.0,6.0,13.25,1.5,16.0,-1.25,0.9056603090067692,0.5,1.3333324444450372,Australian Grand Prix
1076,822,51,12,8,4.0,1,2022,3,1,Australian Grand Prix,2022-04-10,1989-08-28,Finnish,Swiss,12.0,1:19.251,1:19.410,,Australia,10,-37.8497,144.968,Finished,True,32.616016427104725,12.0,79.251,79.41,87.039,79.251,1,181,367,15.0,10.0,6.2,11.8,1.8,8.0,9.0,10.5,2.25,11.5,-0.5,0.9523808616780133,3.95,2.755554330864742,Australian Grand Prix
1076,825,210,16,14,0.0,11,2022,3,1,Australian Grand Prix,2022-04-10,1992-10-05,Danish,American,17.0,1:20.254,,,Australia,10,-37.8497,144.968,+1 Lap,False,29.51129363449692,17.0,80.254,87.125,87.039,80.254,1,122,248,9.0,12.8,2.4,11.8,2.4,12.0,12.0,11.25,3.0,12.0,1.5500000000000007,1.1377776766419845,-0.6000000000000001,0.7999997333334221,Australian Grand Prix
1076,830,9,2,18,0.0,95,2022,3,1,Australian Grand Prix,2022-04-10,1997-09-30,Dutch,Austrian,2.0,1:18.580,1:18.611,1:18.154,Australia,10,-37.8497,144.968,Fuel leak,False,24.525667351129364,2.0,78.58,78.611,78.154,78.154,1,143,657,1.0,5.0,17.6,8.8,11.0,25.0,55.0,10.5,9.25,7.0,-5.5,0.47619043083900664,8.350000000000001,1.9027024970051358,Australian Grand Prix
1076,832,6,9,20,0.0,20,2022,3,1,Australian Grand Prix,2022-04-10,1994-09-01,Spanish,Italian,9.0,1:18.983,1:18.469,1:19.408,Australia,10,-37.8497,144.968,Spun off,False,27.60574948665298,9.0,78.983,78.469,79.408,78.469,1,143,2307,3.0,4.6,11.6,3.6,15.8,33.0,78.0,2.0,19.5,4.5,2.5999999999999996,2.299998850000575,-7.9,0.5948717643655504,Australian Grand Prix
1076,839,214,8,7,6.0,1,2022,3,1,Australian Grand Prix,2022-04-10,1996-09-17,French,French,8.0,1:19.605,1:19.136,1:19.061,Australia,10,-37.8497,144.968,Finished,True,25.560574948665298,8.0,79.605,79.136,79.061,79.061,1,91,49,6.0,6.2,7.6,11.0,3.2,14.0,16.0,9.5,4.0,12.0,-3.3,0.6526315102493148,3.5999999999999996,1.8999995250001187,Australian Grand Prix
1076,840,117,19,12,0.0,1,2022,3,1,Australian Grand Prix,2022-04-10,1998-10-29,Canadian,British,20.0,,,,Australia,10,-37.8497,144.968,Finished,True,23.446954140999317,20.0,87.137,87.125,87.039,86.69200000000001,0,102,60,13.0,11.0,1.6,14.6,0.0,0.0,0.0,13.5,0.0,12.0,-2.5,0.8148147544581664,1.6,1600000.0000000002,Australian Grand Prix
1076,842,213,11,9,2.0,1,2022,3,1,Australian Grand Prix,2022-04-10,1996-02-07,French,Italian,11.0,1:19.580,1:19.226,,Australia,10,-37.8497,144.968,Finished,True,26.171115674195757,11.0,79.58,79.226,87.039,79.226,1,88,82,8.0,10.0,4.4,11.8,4.0,4.0,8.0,13.75,2.0,12.0,-3.75,0.7272726743801692,2.4000000000000004,2.19999890000055,Australian Grand Prix
1076,844,6,1,1,26.0,1,2022,3,1,Australian Grand Prix,2022-04-10,1997-10-16,Monegasque,Italian,1.0,1:18.881,1:18.606,1:17.868,Australia,10,-37.8497,144.968,Finished,True,24.48186173853525,1.0,78.881,78.606,77.868,77.868,1,83,2308,2.0,5.6,11.2,5.6,15.6,45.0,78.0,2.0,19.5,4.5,3.5999999999999996,2.7999986000006998,-8.3,0.5743589449046694,Australian Grand Prix
1076,846,1,4,5,10.0,1,2022,3,1,Australian Grand Prix,2022-04-10,1999-11-13,British,British,4.0,1:19.280,1:19.066,1:18.703,Australia,10,-37.8497,144.968,Finished,True,22.406570841889117,4.0,79.28,79.066,78.703,78.703,1,62,1792,7.0,9.6,3.0,11.8,2.8,6.0,14.0,13.25,1.5,16.0,-3.6500000000000004,0.7245282472054153,1.5,1.9999986666675558,Australian Grand Prix
1076,847,131,6,3,15.0,1,2022,3,1,Australian Grand Prix,2022-04-10,1998-02-15,British,German,6.0,1:19.405,1:19.076,1:18.933,Australia,10,-37.8497,144.968,Finished,True,24.147843942505133,6.0,79.405,79.076,78.93299999999999,78.93299999999999,1,62,521,5.0,12.6,4.4,5.2,10.0,22.0,50.0,5.5,9.5,1.5,7.1,2.290908674380241,-5.1,0.4631578459833847,Australian Grand Prix
1076,848,3,20,10,1.0,1,2022,3,1,Australian Grand Prix,2022-04-10,1996-03-23,Thai,British,16.0,1:20.135,,,Australia,10,-37.8497,144.968,Finished,True,26.04791238877481,16.0,80.135,87.125,87.039,80.135,1,40,1545,14.0,8.0,7.0,15.4,0.0,0.0,0.0,15.25,0.0,16.5,-7.25,0.5245901295350734,7.0,7000000.0,Australian Grand Prix
1076,849,3,18,16,0.0,11,2022,3,1,Australian Grand Prix,2022-04-10,1995-06-29,Canadian,British,19.0,1:21.372,,,Australia,10,-37.8497,144.968,+1 Lap,False,26.781656399726216,19.0,81.372,87.125,87.039,81.372,1,41,1546,18.0,16.2,0.0,14.2,0.2,0.0,1.0,15.25,0.0,16.5,0.9499999999999993,1.0622950123085237,0.0,0.0,Australian Grand Prix
1076,852,213,13,15,0.0,11,2022,3,1,Australian Grand Prix,2022-04-10,2000-05-11,Japanese,Italian,13.0,1:19.742,1:19.424,,Australia,10,-37.8497,144.968,+1 Lap,False,21.913757700205338,13.0,79.742,79.424,87.039,79.424,1,24,83,19.0,11.6,3.2,12.8,2.0,4.0,10.0,13.75,2.0,12.0,-2.1500000000000004,0.8436363022809962,1.2000000000000002,1.5999992000004,Australian Grand Prix
1076,854,210,15,13,0.0,11,2022,3,1,Australian Grand Prix,2022-04-10,1999-03-22,German,American,15.0,1:20.104,1:20.465,,Australia,10,-37.8497,144.968,+1 Lap,False,23.052703627652292,15.0,80.104,80.465,87.039,80.104,1,24,249,20.0,16.2,0.0,11.8,2.4,0.0,12.0,11.25,3.0,12.0,4.949999999999999,1.4399998720000113,-3.0,0.0,Australian Grand Prix
1076,855,51,14,11,0.0,1,2022,3,1,Australian Grand Prix,2022-04-10,1999-05-30,Chinese,Swiss,14.0,1:19.910,1:20.155,,Australia,10,-37.8497,144.968,Finished,True,22.863791923340177,14.0,79.91,80.155,87.039,79.91,1,2,368,11.0,10.5,0.5,10.0,2.6,1.0,13.0,10.5,2.25,11.5,0.0,0.9999999047619139,-1.75,0.222222123456834,Australian Grand Prix
1077,1,131,14,13,0.0,11,2022,4,21,Emilia Romagna Grand Prix,2022-04-24,1985-01-07,British,German,13.0,1:20.470,1:21.138,,Italy,37,44.3439,11.7167,+1 Lap,False,37.29226557152635,13.0,80.47,81.138,87.039,80.47,1,291,522,4.0,4.0,14.4,5.2,10.0,28.0,65.0,4.833333333333333,10.833333333333334,10.0,-0.833333333333333,0.8275860356718547,3.5666666666666664,1.3292306465325558,Emilia Romagna Grand Prix
